,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,URL,Title,Content Guidance,Suggested Title,State,Assignment,Jira Epic ,Notes
146,146,146,146,146,https://www.mdwfp.com/parks-destinations/state-parks/trace/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
147,147,147,147,147,https://www.mdwfp.com/parks-destinations/state-parks/trace/cabins-and-cottages/,MDWFP - Cabins and Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
148,148,148,148,148,https://www.mdwfp.com/parks-destinations/state-parks/trace/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
149,149,149,149,149,https://www.mdwfp.com/parks-destinations/state-parks/trace/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
150,150,150,150,150,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/,MDWFP - George P. Cossar,Significant consolidation and re-org of the park pages. See design guidance and content script. ,George P. Cossar State Park ,,,,
151,151,151,151,151,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
152,152,152,152,152,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
153,153,153,153,153,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/facilities/,MDWFP - Facilities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
154,154,154,154,154,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
155,155,155,155,155,https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
156,156,156,156,156,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/,MDWFP - Percy Quin,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Percy Quin State Park ,,,,
157,157,157,157,157,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/camping/,MDWFP - Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
158,158,158,158,158,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/lodging/,MDWFP - Lodging,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
159,159,159,159,159,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/wayside-chapel/,MDWFP - Wayside Chapel,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
160,160,160,160,160,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
161,161,161,161,161,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/day-use-area/,MDWFP - Day Use Area,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
162,162,162,162,162,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/fishing-and-boating/,MDWFP - Fishing and Boating,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
163,163,163,163,163,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
164,164,164,164,164,https://www.mdwfp.com/parks-destinations/state-parks/percy-quin/visitor-and-convention-center/,MDWFP - Visitor and Convention Center,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
165,165,165,165,165,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/,MDWFP - Lake Lincoln,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Lake Lincoln State Park ,,,,
166,166,166,166,166,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/vacation-cabin/,MDWFP - Vacation Cabin,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
167,167,167,167,167,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
168,168,168,168,168,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
169,169,169,169,169,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
170,170,170,170,170,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/cottages/,MDWFP - Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
171,171,171,171,171,https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
172,172,172,172,172,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/,MDWFP - Lake Lowndes,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Lake Lowndes State Park,,,,
173,173,173,173,173,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
174,174,174,174,174,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
175,175,175,175,175,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/vacation-cottages/,MDWFP - Vacation Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
176,176,176,176,176,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
177,177,177,177,177,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
178,178,178,178,178,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
179,179,179,179,179,https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
180,180,180,180,180,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/,MDWFP - Clarkco,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Clarkco State Park ,,,,
181,181,181,181,181,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
182,182,182,182,182,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
183,183,183,183,183,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/facilities/,MDWFP - Facilities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
184,184,184,184,184,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
185,185,185,185,185,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/vacation-cottage/,MDWFP - Vacation Cottage,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
186,186,186,186,186,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
187,187,187,187,187,https://www.mdwfp.com/parks-destinations/state-parks/clarkco/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
188,188,188,188,188,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/,MDWFP - Paul B. Johnson,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Paul B. Johnson State Park ,,,,
189,189,189,189,189,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/cabins-and-cottages/,MDWFP - Cabins and Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
190,190,190,190,190,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
191,191,191,191,191,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
192,192,192,192,192,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
193,193,193,193,193,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/visitor-center/,MDWFP - Visitor Center,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
194,194,194,194,194,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/camping/,MDWFP - Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
195,195,195,195,195,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/day-use-area/,MDWFP - Day Use Area,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
196,196,196,196,196,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/fishing-and-boating/,MDWFP - Fishing and Boating,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
197,197,197,197,197,https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/splash-pad/,MDWFP - Splash Pad,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,,
198,198,198,198,198,https://www.mdwfp.com/parks-destinations/state-parks/natchez,MDWFP - Natchez,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Natchez State Park ,,,,
199,199,199,199,199,https://www.mdwfp.com/parks-destinations/calendar/,MDWFP - Calendar,Pending Events discussion with MDWFP. ,,,,,
200,200,200,200,200,https://www.mdwfp.com/parks-destinations/calendar/hugh-white-spooky-tricks-and-treats-2023/,MDWFP - Hugh White Spooky Tricks and Treats 2023,Pending Events discussion with MDWFP. ,Hugh White State Park Spooky Tricks and Treats 2023,,,,
201,201,201,201,201,https://www.mdwfp.com/parks-destinations/calendar/hunters-special-2022-23/,MDWFP - Hunter's Special 2022-23,Pending Events discussion with MDWFP. ,,,,,
202,202,202,202,202,https://www.mdwfp.com/parks-destinations/park-project/,MDWFP - Park Project,Serves as a good intro but could benefit from more content; should be consolidated with 228 and 229 so that we have a single 'one-stop shop' for information about 22 and 23 park projects. ,Park Projects ,,,,
203,203,203,203,203,https://www.mdwfp.com/parks-destinations/park-project/fy2023/,MDWFP - FY2023,Consolidate with 227,Fiscal Year 2023,,,,
204,204,204,204,204,https://www.mdwfp.com/parks-destinations/park-project/fy2022/,MDWFP - FY2022,Consolidate with 227,Fiscal Year 2022,,,,
205,205,205,205,205,https://www.mdwfp.com/parks-destinations/golf/,MDWFP - Golf,"Generally good page. Advise NOT starting with the video, but moving that down on the page. Intro content is already available on the page, which is good.  Use image cards or other graphic / visual interest for the CTAs to each golf course. ",Mississippi's State Golf Courses,,,,
206,206,206,206,206,https://www.mdwfp.com/parks-destinations/golf/quail-hollow/,MDWFP - Quail Hollow,TBD - may become its own unique location content type. ,Quail Hollow Golf Course,,,,
207,207,207,207,207,https://www.mdwfp.com/parks-destinations/golf/mallard-pointe/,MDWFP - Mallard Pointe,TBD - may become its own unique location content type. Currently this page is difficult to reach - is it accessible in the UI at all? The Mallard Point link on the golf intro page takes you to an external site. ,Mallard Pointe Golf Course,,,,
208,208,208,208,208,https://www.mdwfp.com/parks-destinations/golf/mallard-pointe/mallard-pointe-course-rules/,MDWFP - Mallard Pointe Course Rules,"Assuming Mallard Pointe content is retained, consolidate with 232. ",Mallard Pointe Golf Course Rules,,,,
209,209,209,209,209,https://www.mdwfp.com/parks-destinations/golf/the-dogwoods/,MDWFP - The Dogwoods,,The Dogwoods Golf Course,,,,
210,210,210,210,210,https://www.mdwfp.com/parks-destinations/golf/the-dogwoods/the-dogwoods-course-rules/,MDWFP - The Dogwoods Course Rules,Consolidate with 234,The Dogwoods Golf Course Rules,,,,
211,211,211,211,211,https://www.mdwfp.com/parks-destinations/photo-albums/quail-hollow-golf-course/,MDWFP - Quail Hollow Golf Course,Consolidate with 231 - place images in a carousel. ,Photo Album ,,,,
212,212,212,212,212,https://www.mdwfp.com/parks-destinations/photo-albums/the-dogwoods-golf-course/,MDWFP - The Dogwoods Golf Course,Consolidate with 234 - place all images in a carousel. ,Photo Album ,,,,
213,213,213,213,213,https://www.mdwfp.com/license/,MDWFP - License,,,,,,
214,214,214,214,214,https://www.mdwfp.com/license/fishing/,MDWFP - Fishing,,Fishing License ,,,,
215,215,215,215,215,https://www.mdwfp.com/license/apprentice-license/,MDWFP - Apprentice License,,,,,,
216,216,216,216,216,https://www.mdwfp.com/license/youth-exempt/,MDWFP - Youth Exempt,,,,,,
217,217,217,217,217,https://www.mdwfp.com/license/wma-check-in-app/,MDWFP - WMA Check-In App,,Wildlife Management Areas Check-In App ,,,,
218,218,218,218,218,https://www.mdwfp.com/license/boating/,MDWFP - Boating,,,,,,
219,219,219,219,219,https://www.mdwfp.com/license/disabled-exempt-license/,MDWFP - Disabled Exempt License,,,,,,
220,220,220,220,220,https://www.mdwfp.com/license/wildlife-permits/,MDWFP - Wildlife Permits,,,,,,
221,221,221,221,221,https://www.mdwfp.com/license/senior-exempt/,MDWFP - Senior Exempt,,Resident Senior Exempt License,,,,
222,222,222,222,222,https://www.mdwfp.com/license/hunting/,MDWFP - Hunting,,Hunting License,,,,
223,223,223,223,223,https://www.mdwfp.com/license/wildlife-car-tags/,MDWFP - Wildlife Car Tags,,,,,,
224,224,224,224,224,https://www.mdwfp.com/license/lifetime-license/,MDWFP - Lifetime License,,Mississippi Lifetime License Information,,,,
225,225,225,225,225,https://www.mdwfp.com/license/gifts/,MDWFP - Gifts,,,,,,
226,226,226,226,226,https://www.mdwfp.com/license/mdwfp-app/,MDWFP - MDWFP App,,,,,,
227,227,227,227,227,https://www.mdwfp.com/license/mdwfp-mobile-apps/,MDWFP - MDWFP Mobile Apps,,,,,,
228,228,228,228,228,https://www.mdwfp.com/license/mdwfp-mobile-apps/ms-state-parks-app/,MDWFP - MS State Parks App,,,,,,
229,229,229,229,229,https://www.mdwfp.com/license/license-packages/,MDWFP - License Packages,,,,,,
230,230,230,230,230,https://www.mdwfp.com/license/faq/,MDWFP - FAQ,,Frequently Asked Questions ,,,,
231,231,231,231,231,https://www.mdwfp.com/fishing-boating/,MDWFP - Fishing & Boating,,,,,,
232,232,232,232,232,https://www.mdwfp.com/fishing-boating/public-waters-program/,MDWFP - Public Waters Program,,,,,,
233,233,233,233,233,https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/,MDWFP - Reciprocal Agreements,,,,,,
234,234,234,234,234,https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/tennessee-reciprocal-agreement/,MDWFP - Tennessee Reciprocal Agreement,,,,,,
235,235,235,235,235,https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/alabama-reciprocal-agreement/,MDWFP - Alabama Reciprocal Agreement,,,,,,
236,236,236,236,236,https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/louisiana-reciprocal-agreement/,MDWFP - Louisiana Reciprocal Agreement,,,,,,
237,237,237,237,237,https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/arkansas-reciprocal-agreement/,MDWFP - Arkansas Reciprocal Agreement,,,,,,
238,238,238,238,238,https://www.mdwfp.com/fishing-boating/public-waters-program/south-west-region/,MDWFP - South West Region,,,,,,
239,239,239,239,239,https://www.mdwfp.com/fishing-boating/public-waters-program/north-east-region/,MDWFP - North East Region,,,,,,
240,240,240,240,240,https://www.mdwfp.com/fishing-boating/public-waters-program/delta-region/,MDWFP - Delta Region,,,,,,
241,241,241,241,241,https://www.mdwfp.com/fishing-boating/public-waters-program/north-west-region/,MDWFP - North West Region,,,,,,
242,242,242,242,242,https://www.mdwfp.com/fishing-boating/public-waters-program/scenic-streams-program/,MDWFP - Scenic Streams Program,,,,,,
243,243,243,243,243,https://www.mdwfp.com/fishing-boating/public-waters-program/scenic-streams-program/scenic-streams-program-faqs/,MDWFP - Scenic Streams Program FAQ's,,Scenic Streams Program Frequently Asked Questions ,,,,
244,244,244,244,244,https://www.mdwfp.com/fishing-boating/public-waters-program/coastal-region/,MDWFP - Coastal Region,,,,,,
245,245,245,245,245,https://www.mdwfp.com/fishing-boating/public-waters-program/central-region/,MDWFP - Central Region,,,,,,
246,246,246,246,246,https://www.mdwfp.com/fishing-boating/state-park-lakes/,MDWFP - State Park Lakes,,Mississippi State Park Lakes,,,,
247,247,247,247,247,https://www.mdwfp.com/fishing-boating/state-park-lakes/great-river-road/,MDWFP - Great River Road,,Great River Road State Park Lake,,,,
248,248,248,248,248,https://www.mdwfp.com/fishing-boating/state-park-lakes/tombigbee/,MDWFP - Tombigbee,,Tombigbee State Park Lake ,,,,
249,249,249,249,249,https://www.mdwfp.com/fishing-boating/state-park-lakes/wall-doxey/,MDWFP - Wall Doxey,, Wall Doxey State Park Lake ,,,,
250,250,250,250,250,https://www.mdwfp.com/fishing-boating/state-park-lakes/trace/,MDWFP - Trace,,Trace State Park Lake ,,,,
251,251,251,251,251,https://www.mdwfp.com/fishing-boating/state-park-lakes/tishomingo/,MDWFP - Tishomingo,,Tishomingo State Park Lake ,,,,
252,252,252,252,252,https://www.mdwfp.com/fishing-boating/state-park-lakes/lake-lowndes/,MDWFP - Lake Lowndes,,,,,,
253,253,253,253,253,https://www.mdwfp.com/fishing-boating/state-park-lakes/golden-memorial/,MDWFP - Golden Memorial,, Golden Memorial State Park Lake ,,,,
254,254,254,254,254,https://www.mdwfp.com/fishing-boating/state-park-lakes/percy-quin/,MDWFP - Percy Quin,,Percy Quin State Park Lake ,,,,
255,255,255,255,255,https://www.mdwfp.com/fishing-boating/state-park-lakes/clarko/,MDWFP - Clarko,,Clarko State Park Lake ,,,,
256,256,256,256,256,https://www.mdwfp.com/fishing-boating/state-park-lakes/leroy-percy/,MDWFP - Leroy Percy,,Leroy Percy State Park Lake ,,,,
257,257,257,257,257,https://www.mdwfp.com/fishing-boating/state-park-lakes/roosevelt/,MDWFP - Roosevelt,,Roosevelt State Park Lake ,,,,
258,258,258,258,258,https://www.mdwfp.com/fishing-boating/state-park-lakes/paul-b-johnson/,MDWFP - Paul B. Johnson,,Paul B. Johnson State Park Lake ,,,,
259,259,259,259,259,https://www.mdwfp.com/fishing-boating/state-park-lakes/legion/,MDWFP - Legion,,Legion State Park Lake Lake ,,,,
260,260,260,260,260,https://www.mdwfp.com/fishing-boating/state-park-lakes/lincoln/,MDWFP - Lincoln,,Lincoln State Park Lake Lake ,,,,
261,261,261,261,261,https://www.mdwfp.com/fishing-boating/state-park-lakes/lefleurs-bluff/,MDWFP - LeFleur's Bluff,,LeFleur's Bluff State Park Lake ,,,,
262,262,262,262,262,https://www.mdwfp.com/fishing-boating/state-park-lakes/starpier-fishing-bank-fishing-closedstar-natchez/,MDWFP - *Pier Fishing & Bank Fishing Closed* - Natchez,,*Pier Fishing & Bank Fishing Closed* - Natchez State Park Lake,,,,
263,263,263,263,263,https://www.mdwfp.com/fishing-boating/state-park-lakes/starstarcurrently-closed-for-renovationstarstar-holmes-county-odum/,MDWFP - **Currently CLOSED for renovation** Holmes County - Odum,,**Currently CLOSED for renovation** Holmes County - Odum State Park Lake,,,,
264,264,264,264,264,https://www.mdwfp.com/fishing-boating/state-park-lakes/starstarcurrently-closed-for-renovationstarstar-holmes-county-english/,MDWFP - **Currently CLOSED for renovation** Holmes County - English,,**Currently CLOSED for renovation** Holmes County - English State Park Lake,,,,
265,265,265,265,265,https://www.mdwfp.com/fishing-boating/lake-depth-maps/,MDWFP - Lake Depth Maps,,,,,,
266,266,266,266,266,https://www.mdwfp.com/fishing-boating/environmental-program/,MDWFP - Environmental Program,,,,,,
267,267,267,267,267,https://www.mdwfp.com/fishing-boating/community-assistance/,MDWFP - Community Assistance,,Community Fishing Assistance Program,,,,
268,268,268,268,268,https://www.mdwfp.com/fishing-boating/community-assistance/cap-lakes-map/,MDWFP - CAP Lakes Map,,MDWFP Community Fish Assistance Program Lakes,,,,
269,269,269,269,269,https://www.mdwfp.com/fishing-boating/community-assistance/mcmillan-park/,MDWFP - McMillan Park,,MDWFP - McMillan Park Pond ,,,,
270,270,270,270,270,https://www.mdwfp.com/fishing-boating/community-assistance/willow-lake/,MDWFP - Willow Lake,,,,,,
271,271,271,271,271,https://www.mdwfp.com/fishing-boating/community-assistance/florewood-river-plantation-lake/,MDWFP - Florewood River Plantation Lake,,,,,,
272,272,272,272,272,https://www.mdwfp.com/fishing-boating/community-assistance/chateau-lake/,MDWFP - Chateau Lake,,,,,,
273,273,273,273,273,https://www.mdwfp.com/fishing-boating/community-assistance/whites-creek-lake/,MDWFP - White's Creek Lake,,,,,,
274,274,274,274,274,https://www.mdwfp.com/fishing-boating/community-assistance/olive-branch-city-park-ponds/,MDWFP - Olive Branch City Park Ponds,,,,,,
275,275,275,275,275,https://www.mdwfp.com/fishing-boating/community-assistance/whitehead-lake/,MDWFP - Whitehead Lake,,,,,,
276,276,276,276,276,https://www.mdwfp.com/fishing-boating/community-assistance/poplar-springs-lake/,MDWFP - Poplar Springs Lake,,,,,,
277,277,277,277,277,https://www.mdwfp.com/fishing-boating/community-assistance/duncan-lake/,MDWFP - Duncan Lake,,,,,,
278,278,278,278,278,https://www.mdwfp.com/fishing-boating/community-assistance/bear-pen-park-lake/,MDWFP - Bear Pen Park Lake,,,,,,
279,279,279,279,279,https://www.mdwfp.com/fishing-boating/community-assistance/mcalpine-lake/,MDWFP - McAlpine Lake,,,,,,
280,280,280,280,280,https://www.mdwfp.com/fishing-boating/community-assistance/ballard-park/,MDWFP - Ballard Park,,,,,,
281,281,281,281,281,https://www.mdwfp.com/fishing-boating/community-assistance/lake-dockery/,MDWFP - Lake Dockery,,,,,,
282,282,282,282,282,https://www.mdwfp.com/fishing-boating/community-assistance/forrest-county-lake/,MDWFP - Forrest County Lake,,,,,,
283,283,283,283,283,https://www.mdwfp.com/fishing-boating/community-assistance/lake-patsy/,MDWFP - Lake Patsy,,,,,,
284,284,284,284,284,https://www.mdwfp.com/fishing-boating/community-assistance/coahoma-county-lake/,MDWFP - Coahoma County Lake,,,,,,
285,285,285,285,285,https://www.mdwfp.com/fishing-boating/community-assistance/brookhaven-fishing-pond/,MDWFP - Brookhaven Fishing Pond,,Brookhaven Fishing Pond - Brookhaven,,,,
286,286,286,286,286,https://www.mdwfp.com/fishing-boating/community-assistance/lees-summit/,MDWFP - Lee's Summit,,Lee's Summit Park Lake - Hernando,,,,
287,287,287,287,287,https://www.mdwfp.com/fishing-boating/fish-hatcheries/,MDWFP - Fish Hatcheries,,,,,,
288,288,288,288,288,https://www.mdwfp.com/fishing-boating/fish-hatcheries/turcotte/,MDWFP - Turcotte,,Turcotte Hatchery,,,,
289,289,289,289,289,https://www.mdwfp.com/fishing-boating/fish-hatcheries/north-mississippi/,MDWFP - North Mississippi,,Bob Tyler Fish Hatchery,,,,
290,290,290,290,290,https://www.mdwfp.com/fishing-boating/education-outreach/,MDWFP - Education & Outreach,,Fishing Education & Outreach,,,,
291,291,291,291,291,https://www.mdwfp.com/fishing-boating/education-outreach/fishing-rodeo/,MDWFP - Fishing Rodeo,,Youth Fishing Rodeos,,,,
292,292,292,292,292,https://www.mdwfp.com/fishing-boating/education-outreach/record-fish-applications/,MDWFP - Record Fish Applications,,,,,,
293,293,293,293,293,https://www.mdwfp.com/fishing-boating/education-outreach/ms-fish-scores/,MDWFP - MS Fish Scores,,Mississippi Sport Fishing Index (MSFish),,,,
294,294,294,294,294,https://www.mdwfp.com/fishing-boating/education-outreach/record-fish-applications.aspx,MDWFP - Record Fish Applications,,,,,,
295,295,295,295,295,https://www.mdwfp.com/fishing-boating/ramps-piers/,MDWFP - Ramps & Piers,,MDWFP Ramps & Piers Program,,,,
296,296,296,296,296,https://www.mdwfp.com/fishing-boating/ramps-piers/mdwfp-boating-access-grant-program/,MDWFP - MDWFP Boating Access Grant Program,,,,,,
297,297,297,297,297,https://www.mdwfp.com/fishing-boating/pond-assistance-program/,MDWFP - Pond Assistance Program,,,,,,
298,298,298,298,298,https://www.mdwfp.com/fishing-boating/pond-assistance-program/technical-assistance/,MDWFP - Technical Assistance,,Pond Management Contacts,,,,
299,299,299,299,299,https://www.mdwfp.com/fishing-boating/pond-assistance-program/plant-identification-control/,MDWFP - Plant Identification & Control,,,,,,
300,300,300,300,300,https://www.mdwfp.com/fishing-boating/pond-assistance-program/small-bass-issues/,MDWFP - Small Bass Issues,,,,,,
301,301,301,301,301,https://www.mdwfp.com/fishing-boating/pond-assistance-program/liming-fertilization/,MDWFP - Liming & Fertilization,,,,,,
302,302,302,302,302,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/,MDWFP - Public Water Body Regulations,,,,,,
303,303,303,303,303,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/florewood-river-plantation-lake.aspx,MDWFP - Florewood River Plantation Lake,,,,,,
304,304,304,304,304,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/eagle-lake/,MDWFP - Eagle Lake,,,,,,
305,305,305,305,305,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/brookhaven-fishing-pond/,MDWFP - Brookhaven Fishing Pond,,,,,,
306,306,306,306,306,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/whites-creek-lake/,MDWFP - White's Creek Lake,,,,,,
307,307,307,307,307,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lees-summit-park-lake/,MDWFP - Lee's Summit Park Lake,,,,,,
308,308,308,308,308,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/malmaison-wma-lakes/,MDWFP - Malmaison WMA Lakes,,Malmaison Wildlife Management Area,,,,
309,309,309,309,309,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/tippah-county-lake/,MDWFP - Tippah County Lake,,,,,,
310,310,310,310,310,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/elvis-presley-lake/,MDWFP - Elvis Presley Lake,,,,,,
311,311,311,311,311,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-claude-bennett/,MDWFP - Lake Claude Bennett,,,,,,
312,312,312,312,312,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/okatibbee-reservoir-spillway/,MDWFP - Okatibbee Reservoir spillway,,Okatibbee Reservoir Spillway,,,,
313,313,313,313,313,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-jackson/,MDWFP - Lake Jackson,,,,,,
314,314,314,314,314,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/charlie-capps-wma-lake/,MDWFP - Charlie Capps WMA Lake,,Charlie Capps Wildlife Management Area Lake,,,,
315,315,315,315,315,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/moon-lake/,MDWFP - Moon Lake,,,,,,
316,316,316,316,316,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/wall-doxey-state-park/,MDWFP - Wall Doxey State Park,,,,,,
317,317,317,317,317,https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-patsy/,MDWFP - Lake Patsy,,,,,,
